target,Var1_binary,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30
0.0,1,1,2,16200,39,3,1674.75,19500.0,3240,3400.0,4,5.0,33.69315068493151,1,3,4,2975.62,-1.0,1.0,1,2,5,5,0,2,2,0,0,0,0
0.0,1,3,1,3900,24,1,232.24,0.0,3240,5100.0,4,5.0,17.578082191780823,3,1,2,3369.73,-1.0,,0,0,0,0,3,3,0,0,0,0,0
0.0,0,2,2,9100,21,1,678.33,0.0,6960,0.0,6,0.0,25.4986301369863,2,0,1,4008.1,1.0,,0,1,1,1,0,3,2,0,0,0,0
0.0,1,2,1,14200,63,1,300.78,0.0,4920,4600.0,5,5.0,15.706849315068494,0,0,0,5117.42,0.0,,3,5,5,5,0,0,0,0,0,0,0
0.0,0,2,2,12100,48,1,337.11,0.0,5160,0.0,5,0.0,15.419178082191781,0,0,0,1719.66,1.0,,0,1,1,3,0,3,1,0,0,1,0
0.0,0,0,1,19800,27,3,3053.64,0.0,7200,0.0,5,0.0,32.057534246575344,1,0,0,2495.07,-1.0,0.0,0,0,0,2,0,2,2,0,0,0,0
0.0,1,1,2,20300,48,6,3655.08,23800.0,10200,4200.0,5,4.0,32.202739726027396,0,0,0,6352.81,-1.0,0.0,0,0,0,1,0,3,0,0,0,1,0
0.0,1,2,1,12200,39,1,428.77,0.0,3720,5700.0,5,5.0,30.53150684931507,1,1,1,3545.97,0.0,,0,1,1,1,0,0,0,0,0,1,0
0.0,0,1,2,18300,30,1,827.41,31100.0,6960,0.0,5,0.0,29.564383561643837,3,2,2,3746.88,-1.0,1.0,0,0,0,0,0,3,2,0,0,1,0
0.0,0,1,2,14900,30,1,710.07,19600.0,7800,0.0,5,0.0,11.805479452054794,3,0,0,4377.22,-1.0,1.0,0,2,4,5,0,0,0,0,0,0,0
0.0,0,2,2,11400,33,1,480.79,0.0,5160,0.0,4,0.0,33.967123287671235,1,1,1,2536.67,1.0,,0,1,2,2,0,3,2,0,0,1,0
0.0,0,2,2,12100,24,1,694.01,0.0,6480,0.0,5,0.0,32.42191780821918,2,1,2,3340.82,1.0,,0,0,0,0,0,3,2,0,0,1,0
0.0,0,2,1,14900,30,1,735.65,0.0,6360,0.0,5,0.0,23.16986301369863,0,1,1,3601.97,1.0,,0,0,0,1,0,3,2,0,0,1,0
0.0,0,2,1,11600,27,1,597.62,0.0,7440,0.0,5,0.0,31.336986301369862,0,3,3,3973.76,0.0,,0,0,1,2,3,0,0,0,0,1,0
0.0,0,3,2,3400,9,1,813.27,0.0,6720,0.0,5,0.0,24.323287671232876,1,1,1,3296.44,-1.0,,1,1,1,1,0,3,3,0,0,0,0
0.0,0,0,1,15500,27,1,863.65,0.0,6720,0.0,5,0.0,27.816438356164383,1,1,1,3736.19,-1.0,1.0,0,0,0,0,0,3,0,0,0,1,0
0.0,0,2,1,12100,30,1,573.46,0.0,5520,0.0,6,0.0,14.819178082191781,0,0,0,2316.96,1.0,,0,0,0,0,0,2,2,0,0,0,0
0.0,0,3,1,3700,9,1,868.8,0.0,7800,0.0,5,0.0,33.824657534246576,0,0,0,2737.0,-1.0,,1,1,1,1,3,0,0,0,0,1,0
0.0,0,2,1,8900,15,1,1044.23,0.0,7800,0.0,5,0.0,34.153424657534245,2,2,2,3934.75,1.0,,1,5,5,5,0,3,2,0,0,1,0
0.0,0,1,1,14900,39,1,518.32,31300.0,4440,0.0,5,0.0,22.306849315068494,2,0,0,1854.45,-1.0,0.0,2,4,4,4,0,2,2,0,0,0,0
0.0,0,2,1,11700,18,6,6743.46,0.0,6600,0.0,5,0.0,23.75890410958904,3,0,0,3570.09,1.0,,0,0,0,0,0,2,0,0,0,0,0
0.0,0,3,3,2200,9,1,534.39,0.0,7920,0.0,5,0.0,25.317808219178083,0,0,0,2562.25,-1.0,,0,0,0,1,0,0,0,0,0,1,0
0.0,0,3,1,3300,12,6,4844.94,0.0,7320,0.0,5,0.0,23.43013698630137,1,1,1,2836.83,-1.0,,1,2,2,3,0,1,2,0,0,0,0
0.0,0,1,1,15700,90,1,243.16,19500.0,5160,0.0,5,0.0,29.328767123287673,0,0,0,1850.23,-1.0,1.0,0,1,1,1,3,2,1,0,0,1,0
0.0,0,1,2,18700,27,1,960.04,47700.0,9960,0.0,6,0.0,24.356164383561644,0,0,0,3975.68,-1.0,1.0,0,1,1,1,0,0,0,0,0,0,0
0.0,0,1,2,16400,36,1,606.61,21000.0,4800,0.0,5,0.0,19.115068493150684,2,0,2,1519.52,-1.0,1.0,0,2,2,3,3,2,0,0,0,0,0
0.0,1,0,1,14100,51,1,384.99,0.0,4080,2900.0,5,5.0,25.528767123287672,0,0,0,2853.63,-1.0,,0,0,0,1,0,3,1,0,0,0,0
0.0,0,1,1,18300,45,1,549.42,33700.0,9000,0.0,5,0.0,23.884931506849316,1,1,1,5122.24,-1.0,1.0,0,0,0,0,0,0,0,0,1,0,0
0.0,0,1,2,18300,75,1,329.65,43600.0,6840,0.0,5,0.0,18.364383561643837,3,0,0,3121.61,-1.0,1.0,0,0,0,1,0,3,1,0,0,1,0
0.0,0,2,1,10700,21,1,755.7,0.0,5880,0.0,6,0.0,13.67123287671233,0,0,0,2819.8,1.0,,0,0,0,0,0,3,2,0,0,0,0
0.0,0,2,2,10400,21,1,694.01,0.0,6480,0.0,5,0.0,33.37808219178082,2,1,1,3871.71,1.0,,0,3,3,3,0,3,2,0,0,1,0
0.0,0,1,2,16000,24,1,1016.85,18900.0,10320,0.0,5,0.0,26.0,1,0,0,3232.55,-1.0,1.0,0,2,4,4,3,3,2,0,0,1,0
0.0,0,1,2,20800,66,1,422.83,30800.0,4200,0.0,4,0.0,21.734246575342464,3,3,3,1470.45,-1.0,1.0,0,0,0,1,0,3,2,0,0,1,0
0.0,0,2,2,13700,45,3,1255.38,0.0,5280,0.0,5,0.0,28.32054794520548,1,1,1,1616.81,1.0,,1,1,1,1,0,3,1,0,0,2,0
0.0,0,2,1,13600,15,1,1388.53,0.0,8760,0.0,3,0.0,30.72876712328767,0,1,3,3294.22,1.0,,0,1,2,2,0,3,2,0,0,1,0
0.0,0,1,2,15200,39,1,536.7,23500.0,4320,0.0,5,0.0,11.695890410958905,3,2,2,1674.93,-1.0,1.0,0,0,1,1,0,0,0,0,0,2,0
0.0,0,2,1,8800,27,1,451.75,0.0,4440,0.0,5,0.0,19.586301369863012,3,3,4,1379.31,1.0,,0,2,2,2,0,2,1,0,0,1,0
0.0,1,1,2,16400,36,1,658.54,24800.0,7080,3900.0,6,5.0,13.104109589041096,0,0,0,3519.03,-1.0,1.0,0,0,2,2,0,2,2,0,0,0,0
0.0,0,1,1,21000,30,1,944.62,48300.0,6000,0.0,5,0.0,14.657534246575343,0,3,4,2778.66,-1.0,0.0,1,1,1,1,3,1,2,0,0,0,0
0.0,0,3,2,3100,9,1,733.08,0.0,5520,0.0,5,0.0,30.254794520547946,1,1,1,2605.48,-1.0,,0,3,3,3,0,3,2,0,0,0,0
0.0,1,3,1,5300,12,1,685.01,0.0,5760,4900.0,2,5.0,20.783561643835615,1,3,4,3895.22,-1.0,,0,0,0,0,0,0,0,0,0,0,0
0.0,0,3,3,3200,12,1,421.55,0.0,4920,0.0,6,0.0,34.15068493150685,0,0,0,2676.65,-1.0,,1,3,3,5,0,2,2,0,0,1,0
0.0,1,1,1,11200,36,1,450.63,18800.0,5760,6800.0,5,5.0,22.49041095890411,0,0,2,6853.09,-1.0,0.0,1,3,3,4,0,0,0,0,0,1,0
0.0,1,1,1,16200,36,3,1804.68,16200.0,5160,3100.0,5,3.0,14.967123287671233,3,1,1,4155.35,-1.0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.0,1,2,1,12100,27,3,1978.74,0.0,6600,4300.0,5,5.0,22.194520547945206,1,0,0,4516.8,0.0,,0,0,0,0,0,3,0,0,0,0,0
0.0,0,2,1,11900,36,3,1322.46,0.0,5880,0.0,5,0.0,25.410958904109588,0,0,0,2751.5,1.0,,0,0,0,5,0,0,0,0,0,1,0
0.0,0,3,2,3400,15,1,328.37,0.0,4200,0.0,5,0.0,14.572602739726028,2,0,0,1852.53,-1.0,,0,1,1,1,0,2,2,0,0,0,0
0.0,1,1,1,15000,21,1,1010.12,24700.0,7920,5000.0,5,5.0,23.50958904109589,0,0,0,7690.32,-1.0,1.0,1,1,1,2,0,3,2,1,1,0,0
0.0,0,2,1,10200,18,6,4651.38,0.0,6960,0.0,5,0.0,17.487671232876714,1,1,1,3397.26,1.0,,0,2,2,2,0,3,2,0,0,1,0
0.0,0,1,1,18800,33,1,821.24,22900.0,5400,0.0,5,0.0,19.123287671232877,0,1,1,3003.0,-1.0,1.0,0,0,0,1,0,2,2,0,0,0,0
0.0,0,1,1,14500,30,1,687.07,16500.0,6480,0.0,5,0.0,16.035616438356165,3,0,0,2461.13,-1.0,1.0,0,3,3,5,0,2,2,0,0,0,0
0.0,0,2,1,12100,39,1,435.43,0.0,5280,0.0,6,0.0,19.12054794520548,2,2,2,2257.18,0.0,,1,1,1,4,0,2,0,0,0,0,0
0.0,0,1,1,15900,75,3,874.44,17500.0,6480,0.0,5,0.0,22.972602739726028,3,2,2,2203.15,-1.0,1.0,0,0,0,1,0,0,0,0,0,0,0
0.0,0,2,1,12400,27,3,1883.07,0.0,7920,0.0,5,0.0,28.726027397260275,0,2,2,3705.13,1.0,,0,1,1,1,0,3,0,0,0,0,0
0.0,0,3,1,3000,12,3,1458.96,0.0,10560,0.0,5,0.0,23.71780821917808,0,0,0,3370.81,-1.0,,0,3,5,5,0,3,1,0,0,0,0
1.0,0,1,1,16000,18,1,1369.12,18500.0,8040,0.0,5,0.0,22.427397260273974,3,1,4,5503.3,-1.0,1.0,0,0,2,3,0,3,2,0,0,0,0
0.0,0,1,1,19200,81,3,987.81,27800.0,5040,0.0,5,0.0,24.627397260273973,3,1,1,2555.12,-1.0,0.0,1,1,1,1,0,0,0,0,1,0,0
0.0,0,1,2,20800,45,1,631.55,21300.0,5040,0.0,5,0.0,30.778082191780822,3,2,2,2103.01,-1.0,1.0,0,0,0,0,0,3,2,0,1,0,0
0.0,0,3,3,3100,9,1,669.2,0.0,4920,0.0,5,0.0,14.194520547945206,1,0,0,2905.39,-1.0,,0,0,0,0,0,2,2,0,0,0,0
0.0,0,2,1,13900,72,1,265.27,0.0,2880,0.0,4,0.0,25.273972602739725,2,0,1,1360.16,1.0,,2,2,2,2,0,2,1,0,0,1,0
0.0,1,1,1,12600,18,1,959.64,14100.0,6720,5900.0,2,5.0,22.23013698630137,0,0,0,4659.34,-1.0,0.0,0,0,0,1,3,2,2,0,0,1,0
0.0,1,1,2,15900,30,1,728.28,18800.0,6480,4400.0,5,5.0,17.958904109589042,0,0,0,4631.29,-1.0,1.0,0,1,1,1,0,0,0,0,0,0,0
0.0,1,1,1,16200,45,1,494.8,35500.0,4800,4000.0,5,5.0,18.846575342465755,0,0,2,4819.63,-1.0,0.0,0,0,0,0,0,1,2,0,0,1,0
0.0,0,1,1,18000,93,1,267.19,20600.0,7560,0.0,4,0.0,21.38082191780822,0,0,0,2485.57,-1.0,0.0,0,0,1,1,0,3,1,0,0,0,0
0.0,0,3,1,4600,9,1,917.63,0.0,8400,0.0,5,0.0,12.767123287671232,1,1,1,2931.63,-1.0,,2,2,4,4,0,3,3,0,0,0,0
1.0,0,3,2,5100,12,1,701.21,0.0,7440,0.0,4,0.0,32.70958904109589,3,1,1,2674.36,-1.0,,0,1,1,1,3,2,2,0,0,0,0
0.0,0,3,3,2700,9,1,530.15,0.0,6600,0.0,2,0.0,22.942465753424656,1,1,1,3346.57,-1.0,,0,0,0,1,0,2,2,0,0,0,0
0.0,0,1,1,22000,33,1,954.39,24500.0,5640,0.0,5,0.0,13.323287671232876,3,1,1,2541.33,-1.0,0.0,1,1,1,2,0,2,0,0,0,0,0
0.0,1,1,1,11200,42,1,364.68,22800.0,5280,3800.0,5,5.0,21.65205479452055,3,1,1,4273.46,-1.0,1.0,0,0,0,0,0,3,1,0,1,1,0
0.0,0,2,1,11700,18,1,940.77,0.0,7200,0.0,5,0.0,14.7013698630137,3,0,0,3939.46,1.0,,0,0,0,0,0,2,2,0,0,0,0
0.0,0,3,1,4300,36,1,160.39,0.0,3840,0.0,4,0.0,34.15890410958904,0,0,0,1971.0,-1.0,,0,0,1,1,0,2,1,0,0,1,0
0.0,1,1,1,17500,39,1,642.34,33100.0,4920,4600.0,4,6.0,25.53150684931507,3,0,0,2863.89,-1.0,1.0,0,0,0,1,0,1,2,0,0,0,0
0.0,0,2,2,13200,33,1,586.05,0.0,0,0.0,7,0.0,20.77260273972603,3,0,0,2381.46,0.0,,0,1,1,2,0,3,0,0,0,0,0
0.0,0,2,2,10100,33,1,440.82,0.0,5880,0.0,6,0.0,17.89041095890411,1,1,1,3245.89,1.0,,0,0,0,1,0,2,1,0,0,1,0
0.0,0,2,2,12700,27,3,1945.92,0.0,5880,0.0,5,0.0,24.147945205479452,0,0,2,2905.27,1.0,,4,4,4,4,0,3,2,0,0,0,0
0.0,0,1,1,13700,36,6,3193.2,18700.0,4920,0.0,5,0.0,33.58904109589041,1,1,1,2597.38,-1.0,1.0,2,2,2,4,0,0,0,0,0,1,0
0.0,0,2,1,8600,15,3,2863.17,0.0,9480,0.0,5,0.0,28.556164383561644,2,1,3,3657.84,1.0,,2,2,2,3,0,3,3,0,0,1,0
0.0,1,2,2,14700,18,1,1156.31,0.0,10800,3500.0,1,5.0,24.816438356164383,2,2,2,5463.31,1.0,,0,1,2,2,0,0,0,0,0,1,0
0.0,0,2,2,11100,18,1,938.2,0.0,6000,0.0,5,0.0,13.594520547945205,0,3,3,3337.1,1.0,,1,2,3,3,0,2,2,0,0,1,0
0.0,1,2,1,12400,48,6,2079.72,0.0,5160,6000.0,4,5.0,23.775342465753425,0,1,1,5711.67,1.0,,3,3,3,4,0,0,0,0,0,0,0
0.0,0,1,1,13900,87,1,222.08,27200.0,4320,0.0,5,0.0,19.443835616438356,2,3,4,2062.9,-1.0,0.0,3,3,3,5,0,2,1,0,0,1,0
0.0,0,1,1,17000,96,1,245.99,17800.0,6960,0.0,5,0.0,28.684931506849313,2,1,1,3163.03,-1.0,0.0,0,0,0,1,0,2,1,0,0,0,0
0.0,0,3,3,3400,18,1,305.36,0.0,3240,0.0,5,0.0,12.03013698630137,0,3,3,1083.96,-1.0,,0,5,5,5,0,2,0,0,0,0,0
0.0,1,2,1,14100,75,1,257.22,0.0,4920,5300.0,5,5.0,32.92328767123288,3,2,2,4918.38,1.0,,1,3,4,4,0,2,1,0,0,0,0
0.0,0,1,1,16000,45,1,490.43,18700.0,6360,0.0,5,0.0,25.28219178082192,0,0,0,2144.96,-1.0,1.0,0,0,0,0,0,3,0,0,0,1,0
0.0,0,3,1,4600,18,1,372.71,0.0,6000,0.0,5,0.0,31.397260273972602,2,2,2,3507.54,-1.0,,2,2,2,2,0,3,0,0,0,1,0
0.0,0,3,2,4300,27,3,642.33,0.0,5880,0.0,5,0.0,27.46027397260274,0,1,1,1855.37,-1.0,,0,0,0,0,0,2,1,0,0,1,0
0.0,0,3,3,2800,6,1,822.53,0.0,7680,0.0,5,0.0,26.397260273972602,3,0,2,3234.64,-1.0,,1,1,1,1,0,0,0,0,0,1,0
0.0,1,3,1,4200,15,1,470.51,0.0,5160,5300.0,5,5.0,22.838356164383562,2,3,4,3984.37,-1.0,,0,0,0,0,0,2,2,0,0,1,0
0.0,0,3,1,4900,12,1,594.28,0.0,8160,0.0,5,0.0,25.334246575342465,0,0,1,4714.35,-1.0,,2,2,3,5,3,0,0,0,0,1,0
0.0,0,1,2,12700,33,1,519.48,15200.0,5160,0.0,5,0.0,32.175342465753424,0,0,0,1567.4,-1.0,1.0,0,0,2,2,0,2,2,0,0,0,0
0.0,1,2,1,9100,27,1,490.05,0.0,5760,5400.0,6,4.0,13.232876712328768,2,0,0,6320.91,1.0,,1,1,1,1,0,3,2,0,0,0,0
0.0,1,2,2,9900,27,3,1622.7,0.0,5760,2800.0,5,2.0,29.76986301369863,0,1,1,3218.18,0.0,,2,4,4,5,0,3,1,0,0,0,0
0.0,0,2,1,11400,36,1,456.5,0.0,5760,0.0,5,0.0,31.28767123287671,3,1,1,1772.14,1.0,,0,0,1,1,0,2,2,0,0,0,0
0.0,0,3,3,2800,9,3,1429.65,0.0,4320,0.0,5,0.0,31.367123287671234,2,0,0,1578.91,-1.0,,1,1,1,1,0,0,0,0,0,1,0
0.0,0,2,1,14400,60,1,333.77,0.0,5880,0.0,5,0.0,25.16986301369863,1,0,0,3336.18,1.0,,0,2,5,5,0,3,1,0,0,1,0
0.0,0,1,1,19200,153,1,178.13,26900.0,3960,0.0,5,0.0,16.53698630136986,3,1,1,2321.19,-1.0,0.0,0,0,0,2,0,2,1,0,1,1,0
0.0,0,2,1,13100,36,1,525.9,0.0,7440,0.0,5,0.0,24.734246575342464,0,0,0,2879.17,1.0,,2,2,2,2,0,3,0,0,0,1,0
0.0,1,3,3,2600,9,1,480.58,0.0,8040,4600.0,5,5.0,13.901369863013699,0,0,0,6328.7,-1.0,,1,1,2,2,0,3,1,0,0,0,0
0.0,1,2,1,15700,30,1,753.02,0.0,4200,4700.0,5,5.0,31.304109589041097,0,0,0,4386.21,1.0,,0,0,0,0,0,2,2,0,0,1,0
0.0,0,2,1,12400,30,1,567.8,0.0,5640,0.0,5,0.0,20.60821917808219,3,0,0,1892.75,1.0,,1,1,1,1,0,3,0,0,0,0,0
0.0,1,1,1,19000,72,1,358.96,27500.0,3480,4500.0,4,5.0,21.635616438356163,3,1,1,4742.97,-1.0,0.0,2,4,4,4,3,2,1,0,0,1,0
0.0,1,1,2,18300,24,1,1049.27,31200.0,10440,6900.0,6,5.0,21.482191780821918,0,0,2,10402.72,-1.0,1.0,1,1,1,1,0,3,3,0,0,0,0
0.0,0,1,1,20300,42,1,642.34,30500.0,4080,0.0,5,0.0,18.438356164383563,0,0,2,2401.95,-1.0,0.0,0,0,0,0,0,3,2,0,0,1,0
0.0,1,2,1,10700,18,1,854.85,0.0,5640,4400.0,5,5.0,18.756164383561643,3,1,1,4083.93,1.0,,0,0,0,0,3,3,3,0,0,1,0
0.0,0,3,2,4300,9,1,846.69,0.0,7320,0.0,5,0.0,17.375342465753423,3,1,1,3004.1,-1.0,,1,1,1,1,0,3,2,0,0,0,0
0.0,0,1,2,20000,78,1,347.0,22800.0,5400,0.0,5,0.0,13.27945205479452,0,0,0,2798.94,-1.0,1.0,0,0,0,0,0,2,0,0,1,1,0
0.0,0,3,3,2200,9,1,488.38,0.0,6000,0.0,5,0.0,28.40821917808219,0,0,0,2728.26,-1.0,,0,2,2,2,3,2,2,0,0,1,0
0.0,0,3,1,4300,24,1,241.75,0.0,3960,0.0,4,0.0,11.69041095890411,1,0,2,2231.99,-1.0,,1,2,2,2,0,3,0,0,0,0,0
0.0,0,2,1,10400,21,1,705.32,0.0,5880,0.0,3,0.0,20.123287671232877,0,0,0,2875.81,1.0,,0,0,0,1,0,3,1,0,0,1,0
0.0,0,1,1,19000,36,1,703.65,21900.0,8760,0.0,5,0.0,25.610958904109587,2,0,0,3284.05,-1.0,0.0,1,1,2,2,0,0,0,0,0,0,0
0.0,1,1,2,19000,36,1,702.58,19000.0,4800,3400.0,5,5.0,14.687671232876712,1,1,3,3245.54,-1.0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.0,0,3,3,2600,12,1,358.31,0.0,4920,0.0,6,0.0,28.506849315068493,2,2,2,1603.41,-1.0,,2,2,2,2,0,0,0,0,0,0,0
0.0,0,2,1,7900,72,1,150.37,0.0,4680,0.0,5,0.0,18.457534246575342,0,0,0,2055.37,1.0,,0,0,0,0,0,3,1,0,0,0,0
0.0,0,3,3,2000,9,1,374.12,0.0,4920,0.0,4,0.0,11.490410958904109,3,0,0,2070.87,-1.0,,0,0,0,0,0,2,1,0,0,1,0
0.0,0,1,1,18500,162,3,491.19,20000.0,3120,0.0,6,0.0,15.276712328767124,1,1,1,1181.06,-1.0,0.0,0,0,0,0,0,2,0,0,1,0,0
0.0,0,1,1,18800,36,3,2197.68,25800.0,4560,0.0,5,0.0,25.632876712328766,1,0,0,2464.96,-1.0,1.0,0,0,0,0,0,2,2,0,0,1,0
0.0,0,3,3,3000,6,6,5764.92,0.0,10080,0.0,5,0.0,33.10958904109589,1,1,3,5199.59,-1.0,,1,1,1,2,0,0,0,0,0,1,0
0.0,0,1,2,18300,36,1,676.66,18900.0,7800,0.0,5,0.0,19.665753424657535,3,1,1,3928.95,-1.0,1.0,1,1,1,1,0,3,2,0,0,1,0
1.0,0,3,2,3800,18,1,338.26,0.0,3360,0.0,5,0.0,18.172602739726027,1,0,0,1382.53,-1.0,,1,2,2,2,0,3,1,0,0,2,0
0.0,0,2,2,10900,15,1,1233.79,0.0,7200,0.0,5,0.0,17.956164383561642,2,1,1,2551.19,1.0,,0,0,0,0,0,3,3,0,0,0,0
0.0,0,2,1,11100,12,1,1441.74,0.0,8520,0.0,5,0.0,28.736986301369864,0,0,0,5003.94,1.0,,1,1,1,1,0,3,0,0,0,1,0
0.0,0,3,1,5900,12,1,717.14,0.0,7200,0.0,5,0.0,18.394520547945206,2,0,0,4114.34,-1.0,,0,1,1,1,0,2,2,0,0,1,0
0.0,0,3,1,3200,9,1,628.21,0.0,5640,0.0,5,0.0,11.26027397260274,0,0,0,3334.52,-1.0,,0,2,2,2,0,0,0,0,0,1,0
0.0,0,1,1,16400,39,1,567.54,20300.0,7680,0.0,5,0.0,12.978082191780821,3,0,0,4319.15,-1.0,1.0,1,1,1,4,0,3,1,0,0,0,0
0.0,0,2,1,11400,24,1,656.61,0.0,4680,0.0,5,0.0,19.893150684931506,2,1,1,1561.26,1.0,,1,1,1,3,0,0,0,0,0,0,0
1.0,0,1,1,14200,24,3,2615.25,20000.0,6840,0.0,6,0.0,31.632876712328766,1,1,1,3565.77,-1.0,1.0,0,0,0,1,0,2,0,0,0,1,0
0.0,0,2,1,11600,39,1,414.35,0.0,7440,0.0,5,0.0,24.03287671232877,2,0,0,4346.54,1.0,,2,2,2,2,3,2,2,0,0,0,0
0.0,0,1,1,15900,33,3,2007.99,23600.0,6720,0.0,5,0.0,22.15068493150685,3,1,1,2816.6,-1.0,1.0,0,0,0,0,0,2,0,0,0,0,0
0.0,1,2,1,11400,45,1,351.1,0.0,5160,3700.0,5,5.0,21.673972602739727,2,1,1,5213.93,1.0,,4,4,4,4,0,2,2,0,0,0,0
0.0,0,2,2,10400,33,1,439.54,0.0,4560,0.0,5,0.0,18.96986301369863,1,0,0,2718.7,1.0,,0,0,0,0,0,2,2,0,0,0,0
0.0,0,2,2,11600,57,1,277.6,0.0,2880,0.0,5,0.0,18.863013698630137,1,0,0,1229.74,1.0,,0,0,0,1,0,2,1,0,1,0,0
0.0,0,1,1,15900,33,1,679.87,25300.0,5520,0.0,5,0.0,12.509589041095891,1,0,0,2011.04,-1.0,1.0,1,1,1,1,0,3,1,0,0,0,0
0.0,1,1,1,14500,36,1,539.33,15700.0,6240,3000.0,5,4.0,25.93972602739726,2,3,3,4771.02,-1.0,1.0,0,0,0,0,0,0,0,0,0,1,0
0.0,0,2,2,11700,15,1,1202.95,0.0,7200,0.0,5,0.0,21.698630136986303,0,2,2,2665.93,1.0,,1,1,1,3,0,2,0,0,0,1,0
0.0,0,1,1,15000,45,1,456.25,20000.0,6000,0.0,5,0.0,25.041095890410958,3,0,0,2467.43,-1.0,1.0,5,5,5,5,0,3,2,0,0,1,0
0.0,0,3,1,5600,9,3,3431.88,0.0,8280,0.0,5,0.0,27.75068493150685,0,0,0,2562.91,-1.0,,2,4,4,5,0,0,0,0,0,0,0
0.0,0,1,1,21300,48,1,624.61,23300.0,5400,0.0,6,0.0,13.123287671232877,1,1,3,1839.09,-1.0,1.0,0,0,1,2,0,2,0,0,0,1,0
0.0,0,2,1,9800,18,1,845.53,0.0,6120,0.0,2,0.0,17.627397260273973,0,0,0,2515.37,0.0,,1,2,3,3,3,3,2,0,0,1,0
0.0,0,2,1,10200,27,1,526.16,0.0,5520,0.0,5,0.0,32.73150684931507,3,0,0,2307.47,1.0,,0,0,0,0,0,2,2,0,0,0,0
0.0,0,2,1,11400,15,1,1058.49,0.0,6960,0.0,5,0.0,17.50958904109589,1,1,1,2889.22,1.0,,0,0,0,0,3,3,3,0,0,1,0
0.0,0,1,1,14400,66,1,304.46,21800.0,12360,0.0,5,0.0,30.482191780821918,3,0,0,5315.88,-1.0,1.0,2,2,2,3,0,3,1,0,1,1,0
0.0,0,3,3,2200,6,1,770.0,0.0,11520,0.0,6,0.0,29.698630136986303,1,1,2,3813.35,-1.0,,3,3,3,3,0,0,0,0,0,0,0
0.0,0,3,1,4500,24,1,269.89,0.0,9000,0.0,5,0.0,15.317808219178081,1,3,3,3317.2,-1.0,,1,1,1,1,0,3,1,0,0,0,0
0.0,0,1,1,15200,75,1,277.86,21200.0,5520,0.0,5,0.0,22.26027397260274,0,1,1,3110.94,-1.0,1.0,0,0,0,0,0,3,1,0,0,0,0
0.0,0,3,3,3500,9,1,656.22,0.0,8280,0.0,5,0.0,16.84109589041096,0,0,2,3406.43,-1.0,,0,0,0,0,3,3,2,0,0,1,0
0.0,0,2,2,10100,15,1,946.68,0.0,6960,0.0,6,0.0,17.28767123287671,1,0,0,2735.44,0.0,,0,0,0,1,0,2,2,0,0,0,0
0.0,0,1,1,22800,33,1,982.41,30900.0,6240,0.0,5,0.0,33.038356164383565,3,2,2,1970.51,-1.0,1.0,1,2,2,2,0,3,2,0,0,0,0
0.0,1,1,2,14200,45,1,426.04,16600.0,6000,4200.0,5,5.0,25.852054794520548,1,0,0,4454.42,-1.0,0.0,0,0,5,5,0,3,1,0,0,0,0
0.0,0,1,2,18800,51,1,491.97,34400.0,3960,0.0,6,0.0,11.857534246575343,1,2,2,1465.11,-1.0,1.0,1,1,1,1,0,3,2,0,0,1,0
0.0,0,1,2,19000,45,3,1691.46,21800.0,4920,0.0,5,0.0,12.306849315068494,3,1,1,1981.45,-1.0,1.0,2,2,2,2,0,0,0,0,0,1,0
0.0,0,1,1,17000,21,1,1186.75,17100.0,9720,0.0,5,0.0,13.673972602739726,2,1,3,3082.79,-1.0,0.0,0,0,0,0,0,3,1,0,0,0,0
0.0,1,1,2,16400,18,1,1395.94,19600.0,16200,3400.0,5,5.0,33.86027397260274,0,0,0,10737.54,-1.0,1.0,0,0,0,0,0,3,2,0,0,1,0
0.0,1,2,1,10600,18,1,842.06,0.0,8640,5400.0,5,5.0,20.123287671232877,1,0,0,8236.12,1.0,,0,0,1,4,0,3,2,0,0,1,0
0.0,0,1,1,22800,30,1,1050.78,37200.0,6720,0.0,5,0.0,17.838356164383562,0,0,0,3961.27,-1.0,1.0,0,3,4,4,0,3,3,0,0,0,0
0.0,1,1,1,14500,39,1,511.25,17500.0,4680,4500.0,5,5.0,32.9013698630137,1,1,1,4591.71,-1.0,0.0,3,5,5,5,0,3,2,0,0,1,0
0.0,0,2,1,9100,24,3,1635.54,0.0,5040,0.0,5,0.0,29.997260273972604,3,2,2,2386.43,1.0,,0,5,5,5,0,0,0,0,0,0,0
0.0,1,1,1,20700,39,3,2139.57,26900.0,4560,4500.0,5,5.0,22.252054794520546,1,2,2,5154.13,-1.0,1.0,0,1,1,1,3,3,2,0,0,0,0
0.0,0,2,2,11700,36,1,432.6,0.0,7920,0.0,5,0.0,32.07671232876712,0,0,0,3897.09,1.0,,0,0,1,1,3,3,1,0,0,0,0
